Country,State,City,Timestamp(UTC),PM2.5,PM10,Ozone,CO,NO2,SO2,US AQI,Main pollutant
India,Delhi,New Delhi,2026-01-30T21:00:00.000Z,115.01,267.195,9.65,1930,46.57,27.36,193,PM2.5
India,Delhi,New Delhi,2026-01-30T22:00:00.000Z,119.375,249.175,11.405,1890,42.33,24.92,196,PM2.5
India,Delhi,New Delhi,2026-01-30T23:00:00.000Z,120.77,235,11.17,1750,40.54,19.53,197,PM2.5
India,Delhi,New Delhi,2026-01-31T00:00:00.000Z,127,230.02,10.27,1685,43.91,19.775,202,PM2.5
India,Delhi,New Delhi,2026-01-31T01:00:00.000Z,126.01,265.995,12.22,1985,38.41,27.425,201,PM2.5
India,Delhi,New Delhi,2026-01-31T02:00:00.000Z,128.07,263.375,13.34,1785,62.32,24.15,203,PM2.5
India,Delhi,New Delhi,2026-01-31T03:00:00.000Z,136.15,283.83,14.725,1930,67.39,24.04,212,PM2.5
India,Delhi,New Delhi,2026-01-31T04:00:00.000Z,201,342.19,22.835,1740,61.18,20.5,276,PM2.5
India,Delhi,New Delhi,2026-01-31T05:00:00.000Z,205,308.25,25.81,1560,64.09,9.37,280,PM2.5
India,Delhi,New Delhi,2026-01-31T06:00:00.000Z,184,311.87,30.23,1490,58.69,9.84,259,PM2.5
India,Delhi,New Delhi,2026-01-31T07:00:00.000Z,191,312.72,75.75,1575,61.01,11.93,266,PM2.5
India,Delhi,New Delhi,2026-01-31T08:00:00.000Z,176,276,66.13,1420,56.685,10.65,251,PM2.5
India,Delhi,New Delhi,2026-01-31T09:00:00.000Z,156.975,265,62.71,1340,56.585,13.935,232,PM2.5
India,Delhi,New Delhi,2026-01-31T10:00:00.000Z,163,274.05,85.3,1380,57.98,10.8,238,PM2.5
India,Delhi,New Delhi,2026-01-31T11:00:00.000Z,160,272.85,65.56,1530,63.345,12.995,235,PM2.5
India,Delhi,New Delhi,2026-01-31T12:00:00.000Z,160,276.06,29.75,1495,63.4,11.7,235,PM2.5
India,Delhi,New Delhi,2026-01-31T13:00:00.000Z,164.68,264.98,14.185,1780,71.5,11.68,240,PM2.5
India,Delhi,New Delhi,2026-01-31T14:00:00.000Z,177,251.81,9.35,1630,62.995,11.415,252,PM2.5
India,Delhi,New Delhi,2026-01-31T15:00:00.000Z,156.11,240.5,9.765,1620,55.775,9.6,231,PM2.5
India,Delhi,New Delhi,2026-01-31T16:00:00.000Z,152.31,230.5,10.66,1570,46.25,10.59,228,PM2.5
India,Delhi,New Delhi,2026-01-31T17:00:00.000Z,146.94,234.91,9.1,1450,47.84,11.27,222,PM2.5
India,Delhi,New Delhi,2026-01-31T18:00:00.000Z,125.195,237.5,8.37,1415,49.31,11.89,200,PM2.5
India,Delhi,New Delhi,2026-01-31T19:00:00.000Z,130,224.825,8.6,1320,47.24,13.56,205,PM2.5
India,Delhi,New Delhi,2026-01-31T20:00:00.000Z,110.09,211,11.9,1270,45.69,14.81,189,PM2.5
India,Delhi,New Delhi,2026-01-31T21:00:00.000Z,108,182.24,10.5,1200,47.14,14.165,188,PM2.5
India,Delhi,New Delhi,2026-01-31T22:00:00.000Z,104.67,169.7,9.4,1130,49.95,10.99,185,PM2.5
India,Delhi,New Delhi,2026-01-31T23:00:00.000Z,102,161.375,7.8,1200,44.5,13.1,184,PM2.5
